id,date,tweet,replies_count,retweets_count,likes_count,hashtags,cashtags,retweet,video,linked_url,with_photo,company_name,open,high,low,close,adjclose,volume,target_variation
,20200629,,,,,,,,,,,biontech,65.68000030517578,71.37999725341797,64.12000274658203,65.80000305175781,65.80000305175781,4011400,0.0018237498634709481
,20200630,,,,,,,,,,,biontech,66.16000366210939,68.25,62.22000122070313,66.73999786376953,66.73999786376953,1979100,0.008690353914065854
1278405584786776065,20200701,"['Today, we announced early positive data from the #US and as part of our global #COVID19 development program in collaboration with @pfizer. Find the key facts in our press release:  https://t.co/YyvaOE49eP  https://t.co/9XemM0jJ4C']",14.0,87.0,196.0,"[['us', 'covid19']]",[[]],0.0,1.0,1.0,1.0,biontech,77.69999694824219,79.37999725341797,62.29999923706055,64.13999938964844,64.13999938964844,9879300,-0.2114124990275912
,20200702,,,,,,,,,,,biontech,68.24500274658203,69.38999938964844,62.72999954223633,63.27000045776367,63.27000045776367,3926500,-0.07863129844829789
,20200706,,,,,,,,,,,biontech,65.58999633789061,66.90000152587889,64.33000183105469,65.51000213623047,65.51000213623047,1649400,-0.0012210990543673828
,20200707,,,,,,,,,,,biontech,64.0,70.88999938964844,63.5099983215332,69.33999633789061,69.33999633789061,2264400,0.07701177703946027
,20200708,,,,,,,,,,,biontech,67.20999908447266,68.58000183105469,66.45999908447266,67.55999755859375,67.55999755859375,1449600,0.005180557826656898
,20200709,,,,,,,,,,,biontech,66.61000061035156,68.0,64.51000213623047,65.61000061035156,65.61000061035156,1186700,-0.01524157888579909
,20200710,,,,,,,,,,,biontech,67.0,71.29000091552734,67.0,70.36000061035156,70.36000061035156,2874300,0.04775441417289058
1282629076541485056,20200713,['We are proud to have received Fast Track designation from the U.S. FDA for two of our four investigational vaccine candidates from the #BNT162 mRNA-based vaccine program. They are being developed to help protect against #COVID19.  https://t.co/NHcWj8wJqg  https://t.co/jHo6DxCSyc'],15.0,86.0,235.0,"[['bnt162', 'covid19']]",[[]],0.0,1.0,1.0,1.0,biontech,78.47000122070312,84.88999938964844,75.75,77.77999877929688,77.77999877929688,8529600,-0.008871206637122136
,20200714,,,,,,,,,,,biontech,82.56999969482422,85.0,78.0,83.87999725341797,83.87999725341797,4748700,0.015617520284794356
,20200715,,,,,,,,,,,biontech,86.08000183105469,87.58000183105469,76.80000305175781,78.0,78.0,3908700,-0.10358976706480368
,20200716,,,,,,,,,,,biontech,80.5,80.5,74.55999755859375,75.87000274658203,75.87000274658203,2847900,-0.061025399839286974
,20200717,,,,,,,,,,,biontech,76.54000091552734,86.4000015258789,76.41999816894531,85.25,85.25,5053500,0.10217007723721593
1285089344915734528,20200720,['We announced an agreement with the #UK for 30m doses of our mRNA-based vaccine candidate against #COVID19. We currently expect to manufacture up to 100m doses by the end of 2020 &amp; potentially more than 1.3bn doses by the end of 2021 together with @pfizer.  https://t.co/ce5YLGNul2  https://t.co/fCe34houbI'],17.0,60.0,197.0,"[['uk', 'covid19']]",[[]],0.0,1.0,1.0,1.0,biontech,91.74700164794922,96.08999633789062,85.7699966430664,88.19999694824219,88.19999694824219,7790800,-0.040215474177266654
,20200721,,,,,,,,,,,biontech,92.0,97.81999969482422,90.05000305175781,91.5999984741211,91.5999984741211,6025500,-0.004366828957883826
,20200722,,,,,,,,,,,biontech,99.19000244140624,104.98999786376952,93.6500015258789,104.16999816894531,104.16999816894531,13817800,0.047806430018961794
,20200723,,,,,,,,,,,biontech,97.51399993896484,101.1500015258789,87.0,88.51000213623047,88.51000213623047,15899700,-0.1017285909549052
,20200724,,,,,,,,,,,biontech,86.30000305175781,86.69999694824219,80.33999633789062,84.16999816894531,84.16999816894531,7109700,-0.025305987039909068
,20200727,,,,,,,,,,,biontech,87.44000244140625,88.19999694824219,81.77400207519531,86.52999877929688,86.52999877929688,5129200,-0.010516626313961096
1288197980537880580,20200728,['We announced the start of a global Phase 2/3 safety and efficacy study to evaluate a single nucleoside-modified messenger RNA (modRNA) candidate from our  #BNT162 mRNA-based vaccine program conducted together with our partner @Pfizer.  https://t.co/TSBaTLr8TK  https://t.co/MrL0J7baR2'],8.0,45.0,152.0,[['bnt162']],[[]],0.0,1.0,1.0,1.0,biontech,89.0,90.4000015258789,84.0999984741211,85.37999725341797,85.37999725341797,5108600,-0.04239872175021783
,20200729,,,,,,,,,,,biontech,85.54000091552734,86.79000091552734,80.0199966430664,82.5,82.5,3846300,-0.03684849594578599
,20200730,,,,,,,,,,,biontech,79.05000305175781,84.87999725341797,78.0,84.16000366210938,84.16000366210938,3302800,0.060717685218592665
1289194872449175552,20200731,['We announced an agreement with #Japan for 120m doses of our mRNA-based vaccine candidate. This is part of our commitment to address the global health crisis together with @Pfizer as we hope it may help in bringing the world together at the #TokyoOlympics.  https://t.co/YUmpvqELru  https://t.co/VcubAIgTvd'],7.0,42.0,160.0,"[['japan', 'tokyoolympics']]",[[]],0.0,1.0,1.0,1.0,biontech,86.0,86.94999694824219,80.8499984741211,82.11000061035156,82.11000061035156,2640500,-0.04737546414240347
,20200803,,,,,,,,,,,biontech,82.98999786376953,85.4800033569336,81.83999633789062,85.47000122070312,85.47000122070312,2431700,0.029016067877776868
,20200804,,,,,,,,,,,biontech,84.44000244140625,84.5,81.08000183105469,83.16999816894531,83.16999816894531,2410300,-0.015269980767357309
1290988129235730433,20200805,"['“We are proud to be among the first international biopharmaceutical companies to initiate a clinical trial of a #COVID19 #vaccine candidate in #China as part of our effort to make our vaccine available globally, if approved,” said our CEO Ugur Sahin.  https://t.co/0Sfc1HTqTs  https://t.co/zmMhMvP92l']",3.0,27.0,122.0,"[['covid19', 'vaccine', 'china']]",[[]],0.0,1.0,1.0,1.0,biontech,82.81999969482422,83.19999694824219,76.84500122070312,81.30000305175781,81.30000305175781,4084400,-0.018696144969376386
,20200806,,,,,,,,,,,biontech,79.29000091552734,80.26000213623047,76.58000183105469,77.08000183105469,77.08000183105469,3175200,-0.0286714975606328
,20200807,,,,,,,,,,,biontech,77.08999633789062,78.54000091552734,74.02999877929688,77.0,77.0,3038200,-0.0011687836089691558
,20200810,,,,,,,,,,,biontech,77.0,77.27799987792969,70.9000015258789,73.94999694824219,73.94999694824219,2830600,-0.041244126810343465
1293177885889626113,20200811,"['Today, we provided an update on our corporate progress and reported financial results for Q2. We made significant progress toward our goal of advancing our #oncology programs and toward bringing a #COVID19 vaccine to market as quickly as possible.  https://t.co/ARmwdvrkca  https://t.co/XuwixADlqf']",6.0,13.0,73.0,"[['oncology', 'covid19']]",[[]],0.0,1.0,1.0,1.0,biontech,69.0,72.87999725341797,66.51000213623047,68.44999694824219,68.44999694824219,4032200,-0.008035107031103187
,20200812,,,,,,,,,,,biontech,70.88999938964844,71.16000366210938,66.12000274658203,69.11000061035156,69.11000061035156,3252000,-0.025756023203250558
,20200813,,,,,,,,,,,biontech,68.25,71.52999877929688,67.30400085449219,71.0,71.0,2390900,0.03873239436619718
,20200814,,,,,,,,,,,biontech,70.93000030517578,70.9800033569336,68.01999664306639,68.63999938964844,68.63999938964844,1862400,-0.033362484497234675
,20200817,,,,,,,,,,,biontech,69.08999633789061,71.35600280761719,68.80999755859375,70.26000213623047,70.26000213623047,1948000,0.016652515837834215
,20200818,,,,,,,,,,,biontech,69.69000244140625,70.34999847412111,67.05999755859375,67.87999725341797,67.87999725341797,1905100,-0.026664779923766747
,20200819,,,,,,,,,,,biontech,67.41999816894531,67.48000335693361,65.01000213623047,65.59999847412111,65.59999847412111,2326600,-0.02774389843228732
,20200820,,,,,,,,,,,biontech,66.07700347900389,70.29000091552734,64.08000183105469,66.26999664306639,66.26999664306639,2932600,0.002912225348402702
1296789449465114624,20200821,"['We just shared new key data from our U.S. Phase 1 trial for our lead vaccine candidate against #COVID19#BNT162b2. Our global Ph3 study in up to 30k participants is actively enrolling. Up to date, we have dosed more than 11,000 participants!  https://t.co/z9Z7vwJ7st  https://t.co/zjOuYcc8sr']",9.0,46.0,177.0,[[]],[[]],0.0,1.0,1.0,1.0,biontech,71.7699966430664,76.27999877929688,70.33999633789061,73.0199966430664,73.0199966430664,6290400,0.017118598431470806
,20200824,,,,,,,,,,,biontech,76.98999786376953,77.4000015258789,69.75,70.8499984741211,70.8499984741211,3393900,-0.0866619551430358
,20200825,,,,,,,,,,,biontech,70.06999969482422,70.5,68.20999908447266,70.48999786376953,70.48999786376953,1576200,0.005958266160782271
,20200826,,,,,,,,,,,biontech,70.0,70.0,67.05000305175781,67.90000152587889,67.90000152587889,1711400,-0.0309278118840795
,20200827,,,,,,,,,,,biontech,68.19999694824219,68.69000244140625,64.79000091552734,65.58999633789061,65.58999633789061,1980500,-0.039792662846114435
,20200828,,,,,,,,,,,biontech,65.04000091552734,65.5,63.31999969482422,64.0,64.0,1760000,-0.016250014305114746
,20200831,,,,,,,,,,,biontech,62.81999969482422,63.18000030517578,60.34000015258789,61.25,61.25,2217200,-0.025632648078762758
,20200901,,,,,,,,,,,biontech,58.709999084472656,60.52999877929688,56.65999984741211,57.81000137329102,57.81000137329102,3569600,-0.015568200826880646
,20200902,,,,,,,,,,,biontech,56.0099983215332,63.290000915527344,54.959999084472656,61.9900016784668,61.9900016784668,3892800,0.09646722366537444
,20200903,,,,,,,,,,,biontech,63.45000076293945,63.66999816894531,57.099998474121094,59.27999877929688,59.27999877929688,2586000,-0.07034416446545072
,20200904,,,,,,,,,,,biontech,59.27999877929688,59.959999084472656,54.099998474121094,58.56999969482422,58.56999969482422,1985500,-0.012122231315896664
1303323757713543169,20200908,"['Today and every day, we put #science first. We are committed to the safety &amp; efficacy of #vaccines &amp; testing potential vaccines for #COVID19 in accordance with high ethical standards &amp; sound scientific principles.  #WeStandWithScience. @Novavax, we encourage you to stand with us  https://t.co/yhZezySTzq']",8.0,23.0,136.0,"[['science', 'vaccines', 'covid19', 'westandwithscience']]",[[]],0.0,1.0,0.0,1.0,biontech,60.15999984741211,61.0,58.68999862670898,59.83000183105469,59.83000183105469,2887800,-0.0055155942881174504
1303644149317603328,20200909,['We announced that we have concluded exploratory talks with the @EU_Commission for a proposed supply of 200 million doses of #COVID19 #vaccine candidate #BNT162 to #EU member states with an option to purchase additional 100 million doses.  https://t.co/g5kjUyHc1f  https://t.co/skpCFJu60F'],11.0,45.0,164.0,"[['covid19', 'vaccine', 'bnt162', 'eu']]",[[]],0.0,1.0,1.0,1.0,biontech,63.0,63.38000106811523,60.599998474121094,62.31999969482422,62.31999969482422,3406900,-0.010911429854070691
,20200910,,,,,,,,,,,biontech,62.0,62.27999877929688,60.5,61.20000076293945,61.20000076293945,1751800,-0.013071882795547251
,20200911,,,,,,,,,,,biontech,61.45199966430664,65.27999877929689,61.04999923706055,65.12999725341797,65.12999725341797,2515200,0.05647163740542474
,20200914,,,,,,,,,,,biontech,67.5,69.65000152587889,66.76999664306639,67.48000335693361,67.48000335693361,3373600,-0.00029633435198031283
1305841016281477120,20200915,['We are excited to receive a grant of up to €375M from the German Federal Ministry of Education and Research to accelerate our #COVID19 #vaccine program BNT162 and scale-up the manufacturing capacities. Find the full PR here:  https://t.co/iePPDLKrwH'],4.0,28.0,126.0,"[['covid19', 'vaccine']]",[[]],0.0,0.0,1.0,0.0,biontech,70.0,70.0,66.15000152587889,66.91999816894531,66.91999816894531,3168300,-0.046025133223688335
1306115992314093568,20200916,"['We are delighted to welcome 14 new apprentices at @BioNTech who share our vision to individualize cancer medicine. Under Corona safety measures, this year’s apprenticeship beginning was rather unique - but we successfully gave all new colleagues a warm welcome!  https://t.co/b5V2IG8Eni']",2.0,7.0,60.0,[[]],[[]],0.0,1.0,0.0,1.0,biontech,65.51000213623047,67.29000091552734,65.40799713134766,66.04000091552734,66.04000091552734,2231500,0.008025420532243838
1306560951634800640,20200917,"['Today we announced the acquisition of a manufacturing facility in Marburg, Germany. The site, which should be fully operational in H1 2021, will have an annual production capacity of 750 million doses of our promising #COVID19 BNT162b2 #VaccineCandidate  https://t.co/jwqjyAtGJw  https://t.co/TCRgIPL0fx']",13.0,59.0,251.0,"[['covid19', 'vaccinecandidate']]",[[]],0.0,1.0,1.0,1.0,biontech,66.81999969482422,68.70999908447266,65.15000152587889,66.77999877929689,66.77999877929689,2860000,-0.0005989954516103528
,20200918,,,,,,,,,,,biontech,68.01000213623047,68.44000244140625,65.16999816894531,67.0,67.0,2608900,-0.015074658749708491
,20200921,,,,,,,,,,,biontech,65.55999755859375,66.19999694824219,62.29999923706055,66.12000274658203,66.12000274658203,2118700,0.00846952759718737
,20200922,,,,,,,,,,,biontech,65.37999725341797,67.75700378417969,63.61000061035156,67.05000305175781,67.05000305175781,1572300,0.02490687132483377
,20200923,,,,,,,,,,,biontech,67.25,67.27999877929689,63.68600082397461,63.83000183105469,63.83000183105469,1678000,-0.0535797911771547
,20200924,,,,,,,,,,,biontech,62.61999893188477,63.93000030517578,58.81000137329102,62.83000183105469,62.83000183105469,2863400,0.003342398425112328
,20200925,,,,,,,,,,,biontech,61.27000045776367,66.87100219726561,61.27000045776367,66.69000244140625,66.69000244140625,1670500,0.08127158172478079
,20200928,,,,,,,,,,,biontech,66.98999786376953,67.80000305175781,65.72000122070311,66.5,66.5,1750000,-0.0073683889288651315
,20200929,,,,,,,,,,,biontech,66.59999847412111,67.10900115966797,65.76000213623047,66.86000061035156,66.86000061035156,847600,0.0038887546194579905
,20200930,,,,,,,,,,,biontech,67.40000152587889,69.47000122070311,67.09799957275389,69.23000335693361,69.23000335693361,1746800,0.026433652207405352
1311554342818906112,20201001,"[""RT @EuropaBio: Starting soon - How can we prepare for future pandemics? Join us for our next @biotechweek event now w/ @EPPGroup's @peterli…""]",0.0,6.0,0.0,[[]],[[]],1.0,0.0,0.0,0.0,biontech,70.0,72.87000274658203,69.30999755859375,72.70999908447266,72.70999908447266,2371700,0.0372713398238975
,20201002,,,,,,,,,,,biontech,71.8499984741211,75.0,71.16000366210938,73.69999694824219,73.69999694824219,2327800,0.02510174424322304
,20201005,,,,,,,,,,,biontech,75.69999694824219,81.55999755859375,75.6500015258789,80.69999694824219,80.69999694824219,3750600,0.06195787099232239
1313425654667456513,20201006,"['We initiated a rolling submission to @EMA_News for our #COVID19 #vaccine candidate BNT162b2. #CHMP will now start reviewing pre-clinical data, while BNT162b2\xa0will remain subject to #EMA’s diligent standards for quality, safety and efficacy.  https://t.co/z68Vkz38il']",7.0,44.0,175.0,"[['covid19', 'vaccine', 'chmp', 'ema']]",[[]],0.0,0.0,1.0,0.0,biontech,86.83999633789062,88.30000305175781,83.5199966430664,85.58999633789062,85.58999633789062,5702100,-0.014604510497526754
,20201007,,,,,,,,,,,biontech,83.31999969482422,86.44000244140625,80.69999694824219,86.2300033569336,86.2300033569336,2354700,0.03374699697115792
,20201008,,,,,,,,,,,biontech,85.83000183105469,89.43000030517578,85.5999984741211,87.94999694824219,87.94999694824219,1826000,0.024104550207490045
1314570122581999617,20201009,"[""On Oct 10 2019, we joined @Nasdaq as $BNTX. Since then, we not only established our US headquarters, raised more than $700m in capital &amp; further developed our oncology pipeline. We're working around the clock to develop a potential #COVID19 vaccine to address the global pandemic.  https://t.co/3w3fF7GQ0A""]",3.0,26.0,165.0,[['covid19']],[['bntx']],0.0,1.0,0.0,0.0,biontech,88.9800033569336,90.0,87.5,89.04000091552734,89.04000091552734,1462500,0.0006738270213032675
,20201012,,,,,,,,,,,biontech,91.0,91.9000015258789,87.5999984741211,88.73999786376953,88.73999786376953,2573100,-0.025467683013695168
,20201013,,,,,,,,,,,biontech,90.08000183105469,94.01599884033205,89.55999755859375,93.0,93.0,2527500,0.031397829773605515
,20201014,,,,,,,,,,,biontech,95.41899871826172,95.44000244140624,85.05000305175781,86.86000061035156,86.86000061035156,4180000,-0.09853785456789572
2633289389097058308,20201015,"['RT @Genmab: We’re excited to share updates from Genmab’s pipeline at the virtual #SITC2020, including first-in-human data on a bispecific #…', 'Phase 1 data of our #COVID19 #vaccine candidate BNT162b2 was published in the @NEJM. It shows that BNT162b2 induces similar responses in\xa0both\xa0younger &amp; elderly people and provides insights into our lead candidate selection for the pivotal study. @pfizer   https://t.co/KmpA3Tf8gB']",4.0,61.0,191.0,"[['sitc2020'], ['covid19', 'vaccine']]","[[], []]",1.0,0.0,1.0,0.0,biontech,85.6500015258789,90.41899871826172,85.5,90.37999725341795,90.37999725341795,2029700,0.05233454161628871
1317099411768565761,20201016,"['We provided an update on the potential timelines for the #COVID19 #vaccine candidate BNT162b2. We will seek approval only if the data provides a clear picture in three key areas: safety, efficacy, manufacturing quality. Read more in @WSJ by @bopanc.  https://t.co/62njuhX3lu']",16.0,95.0,291.0,"[['covid19', 'vaccine']]",[[]],0.0,0.0,1.0,0.0,biontech,93.5999984741211,94.1500015258789,91.5500030517578,94.08999633789062,94.08999633789062,2792500,0.0052077572838867894
,20201019,,,,,,,,,,,biontech,96.2300033569336,97.29000091552734,92.23999786376952,93.91999816894531,93.91999816894531,2800200,-0.02459545605860207
,20201020,,,,,,,,,,,biontech,93.91999816894531,96.11699676513672,91.61100006103516,94.3499984741211,94.3499984741211,1872100,0.00455750198335959
,20201021,,,,,,,,,,,biontech,92.75,92.94000244140624,85.66999816894531,87.72000122070312,87.72000122070312,3384600,-0.057341526553806366
1319226391561490432,20201022,['RT @bopanc: How a Little-known German Biotech Firm Founded by the Children of Turkish Immigrants Became a Leader in Global #Coronavirus Vac…'],0.0,361.0,0.0,[['coronavirus']],[[]],1.0,0.0,0.0,0.0,biontech,88.98999786376953,90.12000274658205,85.41699981689453,86.36000061035156,86.36000061035156,2205900,-0.03045388182990267
,20201023,,,,,,,,,,,biontech,89.6050033569336,89.98999786376953,87.05999755859375,88.69000244140625,88.69000244140625,2079700,-0.010316843954670609
,20201026,,,,,,,,,,,biontech,88.22000122070312,89.83999633789062,80.3499984741211,82.93000030517578,82.93000030517578,2879900,-0.063788748294472
,20201027,,,,,,,,,,,biontech,83.0,84.05500030517578,80.51000213623047,83.94999694824219,83.94999694824219,2222100,0.011316223737660057
,20201028,,,,,,,,,,,biontech,79.88999938964844,80.73999786376953,75.34500122070312,77.54000091552734,77.54000091552734,2566100,-0.03030691831795565
,20201029,,,,,,,,,,,biontech,81.48999786376953,85.7699966430664,79.22000122070312,84.80999755859375,84.80999755859375,2512000,0.03914632461261998
,20201030,,,,,,,,,,,biontech,87.01000213623047,88.5,83.05000305175781,85.36000061035156,85.36000061035156,2253000,-0.01932991464480861
1323218498336788480,20201102,['We are excited to welcome the latest addition to the BioNTech family: our colleagues in Marburg. The tech transfer is currently being made and we plan to start the production of potential #COVID19 vaccines in 2021. Welcome to #TeamBioNTech!  https://t.co/o9N26LmRoD'],19.0,54.0,338.0,"[['covid19', 'teambiontech']]",[[]],0.0,1.0,0.0,1.0,biontech,87.90399932861328,88.0,83.18000030517578,87.0999984741211,87.0999984741211,2139900,-0.009230779202953373
,20201103,,,,,,,,,,,biontech,84.91000366210938,88.19999694824219,84.8499984741211,87.22000122070312,87.22000122070312,1082600,0.026484722841822586
1323946482790182913,20201104,['RT @FTLiveHealth: Don’t miss a panel discussion on coronavirus as a 21st century case study on pharma and health with Richard Hatchett @CEP…'],0.0,20.0,0.0,[[]],[[]],1.0,0.0,0.0,0.0,biontech,86.51000213623047,91.12899780273438,86.51000213623047,90.69000244140624,90.69000244140624,1701500,0.0460910816258543
,20201105,,,,,,,,,,,biontech,91.33000183105469,92.83999633789062,89.66999816894531,92.0,92.0,1459800,0.007282588792883831
1325153359163224064,20201106,['你好Nǐ hǎo from China! This week we participated in @ciieonline to showcase our #mRNA technology and how we aim to leverage it for individualized cancer medicine and a potential COVID-19 vaccine. A big thank you to our partner @Fosun_Intl for having us!  https://t.co/HSV7gjazPB'],33.0,60.0,324.0,[['mrna']],[[]],0.0,1.0,0.0,1.0,biontech,92.0,92.1999969482422,90.33000183105469,92.0,92.0,861300,0.0
,20201109,,,,,,,,,,,biontech,114.0199966430664,115.0,98.51000213623048,104.8000030517578,104.8000030517578,14614900,-0.08797703552312966
,20201110,,,,,,,,,,,biontech,110.0,113.4000015258789,106.1999969482422,112.76000213623048,112.76000213623048,8029100,0.024476783291436845
,20201111,,,,,,,,,,,biontech,112.0,112.5,108.61299896240234,109.4499969482422,109.4499969482422,3274100,-0.023298338262756492
,20201112,,,,,,,,,,,biontech,106.80999755859376,107.12899780273438,100.5,101.62999725341795,101.62999725341795,3596500,-0.05096920638755178
,20201113,,,,,,,,,,,biontech,104.12000274658205,108.1999969482422,103.37000274658205,106.0,106.0,2997500,0.017735823145452537
1328324340958564353,20201116,['To our #Twitter community: Please note there are no personal accounts being run by our executives. We are already in contact with @Twitter and @TwitterSupport to delete all personal accounts related #UgurSahin and #OezlemTuereci.'],13.0,102.0,389.0,"[['twitter', 'ugursahin', 'oezlemtuereci']]",[[]],0.0,0.0,0.0,0.0,biontech,96.63999938964844,97.0,87.06999969482422,91.5199966430664,91.5199966430664,11171600,-0.0559440880068031
,20201117,,,,,,,,,,,biontech,89.0,92.0,86.6500015258789,86.93000030517578,86.93000030517578,4057400,-0.023812259145948398
2658169214223552513,20201118,"['We have reached the final #efficacy analysis mark, indicating a high rate of protection against #COVID19 can be achieved very fast after the second 30µg dose. We will share further details with the @EMA_News, @US_FDA &amp; other regulatory authorities.  https://t.co/6toskNDTEP  https://t.co/TsCQP4Nsb0', 'RT @megtirrell: Pfizer &amp; BioNTech final results on #covid19 vaccine phase 3: *95% effective*  170 cases in trial -162 among placebo group -…']",36.0,446.0,637.0,"[['efficacy', 'covid19'], ['covid19']]","[[], []]",1.0,1.0,1.0,1.0,biontech,90.8000030517578,92.45999908447266,88.26000213623047,90.44000244140624,90.44000244140624,5772600,-0.003980546225491289
,20201119,,,,,,,,,,,biontech,91.5999984741211,95.08999633789062,91.29000091552734,94.93000030517578,94.93000030517578,3400100,0.035078498054878116
1329754864851841025,20201120,['We are submitting our first request for an #EUA in the U.S. for vaccine candidate #BNT162b2 against #covid19. We look forward to continuously providing data to various regulatory authorities as part of our rolling review process – including the @EMA_News.  https://t.co/Lk7MTlwE5R  https://t.co/OjZ2IxiU3a'],45.0,177.0,837.0,"[['eua', 'bnt162b2', 'covid19']]",[[]],0.0,1.0,1.0,1.0,biontech,100.0,105.33000183105469,99.0500030517578,104.06999969482422,104.06999969482422,6776800,0.039108289677708484
,20201123,,,,,,,,,,,biontech,109.7300033569336,109.9800033569336,104.1999969482422,106.5,106.5,5194200,-0.030328670018155812
,20201124,,,,,,,,,,,biontech,100.91999816894531,103.43000030517578,97.55999755859376,101.87000274658205,101.87000274658205,3864000,0.009325655757563956
1331629290786611201,20201125,"[""We’re excited to announce a new\xa0strategic collaboration: We'll be establishing an #AI Innovation #Lab with @instadeepai to advance a portfolio of initiatives across drug discovery &amp; design, protein engineering, manufacturing and supply chain optimization.  https://t.co/4Xg6GzdLK5  https://t.co/hGl72xmLEl""]",7.0,37.0,161.0,"[['ai', 'lab']]",[[]],0.0,1.0,1.0,1.0,biontech,100.0,106.05999755859376,99.0999984741211,104.95999908447266,104.95999908447266,3007400,0.047256089250542095
,20201127,,,,,,,,,,,biontech,106.44000244140624,111.1999969482422,106.0999984741211,109.98999786376952,109.98999786376952,3874600,0.0322756204319615
,20201130,,,,,,,,,,,biontech,113.63999938964844,124.91000366210938,113.5,124.23999786376952,124.23999786376952,9934800,0.08531872711189277
1333723029562646528,20201201,"['We have submitted a formal Application for Conditional Marketing Authorization to @EMA_News for #mRNA vaccine candidate #BNT162b2 against #COVID19.  It will be assessed according to #EMA’s normal stringent standards for quality, safety and efficacy.  https://t.co/Sn1n4oJZ6S  https://t.co/2sadnJJLp9']",50.0,120.0,632.0,"[['mrna', 'bnt162b2', 'covid19', 'ema']]",[[]],0.0,1.0,1.0,1.0,biontech,124.5,128.1300048828125,108.0,114.01000213623048,114.01000213623048,9634500,-0.09200945239203698
1334032545768484864,20201202,"['Exciting news: We received the world’s first authorization of a #COVID19 #vaccine, with @MHRA granting emergency use authorization in the UK. More regulatory decisions may come in 2020. More information:  https://t.co/8Fpa22leS5  https://t.co/mTIO48RgnN']",96.0,317.0,1134.0,"[['covid19', 'vaccine']]",[[]],0.0,1.0,1.0,0.0,biontech,120.8499984741211,123.58999633789062,116.43000030517578,121.08999633789062,121.08999633789062,7164700,0.001981979280103693
1334539617022996481,20201203,"['RT @bopanc: The married couple Ugur Sahin and Özlem Türeci, founders of \u2066@BioNTech_Group, invented the\u2069 first #COVID19 vaccine to be author…']",0.0,447.0,0.0,[['covid19']],[[]],1.0,0.0,0.0,0.0,biontech,119.8499984741211,121.8000030517578,115.0,118.68000030517578,118.68000030517578,4264600,-0.009858427417734742
,20201204,,,,,,,,,,,biontech,117.84200286865234,120.75,114.41999816894531,120.0,120.0,3142600,0.017983309427897134
,20201207,,,,,,,,,,,biontech,121.0,126.37999725341795,121.0,125.6999969482422,125.6999969482422,4925300,0.03739058919927773
